id,SalePrice
1461,124343.57924654693
1462,163413.47210846815
1463,194284.49619975488
1464,196721.97599842926
1465,188075.51506790955
1466,175504.52382870336
1467,170494.66135538986
1468,169744.92256574513
1469,185805.12048204715
1470,128627.55641547652
1471,191957.80825492684
1472,98913.87379347575
1473,100028.14227301421
1474,150084.9338535269
1475,127605.53938212516
1476,384762.1795399711
1477,253729.3705781767
1478,290160.0262697207
1479,296310.0541341896
1480,479062.7325600402
1481,331221.6561751167
1482,214294.761776503
1483,171019.1478275706
1484,165932.00465976063
1485,183358.28832350354
1486,197496.61920868658
1487,369577.3143685028
1488,233243.8301822133
1489,216434.82071110976
1490,231502.87685893796
1491,191659.5215622898
1492,98203.81288270396
1493,177292.1177582321
1494,291340.1615300985
1495,301155.19887876674
1496,241852.74900006354
1497,190254.46433497043
1498,164249.45216747915
1499,163943.56943561623
1500,158263.49057061636
1501,178866.1807191654
1502,156732.90691610644
1503,266807.3845758089
1504,239591.73230121098
1505,217319.4664056649
1506,183618.63680092487
1507,246830.92385785223
1508,197744.68467549197
1509,165849.97618912428
1510,146910.82295548677
1511,144900.96812816104
1512,165020.54809696405
1513,132068.18589769304
1514,154404.32598086935
1515,171339.74683830282
1516,142938.21043492973
1517,167333.77996128952
1518,131782.29554418367
1519,218031.8725726502
1520,134843.22765324844
1521,139247.76222058106
1522,164442.24604799948
1523,106825.83246225659
1524,126624.0923178112
1525,123984.67441583535
1526,109292.58899839963
1527,105915.52836020905
1528,137661.1192379104
1529,143926.94153172986
1530,167749.21668618228
1531,116663.31988100248
1532,97946.20984081175
1533,144807.53557942985
1534,119665.72483483268
1535,146184.52842055302
1536,106995.03774043501
1537,70291.12121033273
1538,158660.32671607166
1539,193065.3427603996
1540,97900.2918080848
1541,143388.50993924972
1542,133867.4681981406
1543,208003.41680166282
1544,88849.15637312518
1545,102260.13401798707
1546,127878.89439648378
1547,133446.30194233687
1548,130868.55773810009
1549,112900.17489036526
1550,126084.70805282309
1551,101538.25156162666
1552,140180.6474344771
1553,155445.21945808697
1554,108171.12754351983
1555,170748.09902506124
1556,104410.29254171657
1557,104298.10417334564
1558,93641.6859997176
1559,98416.94641527689
1560,127953.27900427708
1561,135842.47220261974
1562,129039.72630166294
1563,119392.40675250404
1564,162865.51920362466
1565,151682.70626789748
1566,253395.24284296262
1567,74998.36780764595
1568,231448.73327452963
1569,141686.43211798323
1570,153708.23241515455
1571,127162.21971715584
1572,150453.0973660344
1573,251249.8302427251
1574,109762.04913073615
1575,233622.71595878256
1576,239373.3873024721
1577,197264.78002504117
1578,155106.74885783787
1579,155514.3087406254
1580,195696.83091193764
1581,164998.2971071276
1582,128663.89343855812
1583,303215.7856545251
1584,222253.84552583614
1585,139949.38002186967
1586,70633.34285752097
1587,93676.36289344482
1588,152711.30373707548
1589,91608.2871165783
1590,130622.29920906229
1591,92672.1464476898
1592,123829.43817428504
1593,126175.10902517295
1594,137515.37480679556
1595,106719.24085170489
1596,241600.70634753988
1597,181314.01072620339
1598,192840.40421655303
1599,190056.80014262753
1600,175977.0340609424
1601,64921.658890921695
1602,117747.16013699898
1603,89666.72352670565
1604,279628.91207210266
1605,236543.85018465374
1606,163917.4045245523
1607,163489.4601872727
1608,219238.4993980938
1609,197538.46372788228
1610,160844.62659485644
1611,143740.14402179272
1612,173022.3341535716
1613,161132.06782492873
1614,125749.8662252668
1615,94132.23805363178
1616,70483.11647567435
1617,91107.85251824836
1618,120291.23419949024
1619,146399.8023308736
1620,161345.80892153483
1621,140287.66350690572
1622,141306.16551177402
1623,258049.4115520706
1624,201114.7956228836
1625,121889.59277514362
1626,156075.90992582875
1627,195043.00078701632
1628,289657.0175033783
1629,181970.06288883236
1630,345430.6602922977
1631,213811.0627133315
1632,252776.2596404889
1633,173538.3284923687
1634,190895.19094327508
1635,182541.734380565
1636,156098.7207440413
1637,199260.53524290165
1638,201774.46868234102
1639,171686.3973941895
1640,264638.73873888963
1641,172384.55176293926
1642,238830.1078340381
1643,229929.04926431205
1644,234178.77513437765
1645,200815.55670512174
1646,158883.10072608857
1647,158803.56322702373
1648,128808.44984422119
1649,140895.03519101357
1650,113164.71555438191
1651,121581.13261016863
1652,98218.90351892717
1653,99621.45013116233
1654,147069.3458631908
1655,143263.717431723
1656,145309.4684535349
1657,146229.53494628865
1658,147383.4907456627
1659,127538.1922183588
1660,155283.75834370605
1661,439430.1501216922
1662,388612.49948486895
1663,375744.53628075175
1664,463305.5065774299
1665,298694.0788377179
1666,344001.250319646
1667,381236.4878740063
1668,318884.8766960935
1669,288394.2198520778
1670,339196.79666431114
1671,250550.97165367872
1672,439429.0021108823
1673,282680.66562552203
1674,238519.54272634687
1675,189549.22459807555
1676,193782.8303831331
1677,218656.31023053138
1678,440043.8127443074
1679,400000.6678593797
1680,337902.4549047664
1681,246201.040891467
1682,308859.62381916295
1683,183878.3923675103
1684,178942.71841097355
1685,174010.902136235
1686,171679.0864805979
1687,173060.81008515102
1688,193578.24525863986
1689,193624.83521601182
1690,193320.9256139269
1691,185395.82258098535
1692,272845.21173383115
1693,172714.26731160373
1694,186509.37102175847
1695,164039.091274159
1696,282678.504614212
1697,169706.40617317418
1698,355402.34930549725
1699,320689.09233506303
1700,244794.63486112602
1701,263479.9122506541
1702,252440.55096827366
1703,256021.8675650381
1704,279753.86090436555
1705,245450.45417753258
1706,419140.89813365426
1707,221361.4638903409
1708,209905.9226777445
1709,272848.73262337665
1710,229519.3909911976
1711,268183.5108314375
1712,257713.36068524708
1713,263919.66835821664
1714,222398.32217260427
1715,212031.8624143366
1716,184787.84988555394
1717,171256.24503698375
1718,131036.8114662256
1719,203049.14367043477
1720,238332.26942393024
1721,166288.70181223034
1722,127032.50608652981
1723,153471.7969134514
1724,207088.37492281263
1725,240285.30063432024
1726,193590.82422981443
1727,156473.7523987765
1728,180737.61508231773
1729,165798.05645764282
1730,163449.58974709563
1731,117367.40741353793
1732,129735.65650005614
1733,121622.36261684223
1734,119739.88034517967
1735,133939.9743376105
1736,117466.94984555911
1737,347085.1998180959
1738,217338.22751823446
1739,242735.97102406295
1740,210821.68836125982
1741,194263.55984751927
1742,174704.75482115833
1743,177915.36933647798
1744,316455.73027713026
1745,217435.51721530966
1746,203371.13134777755
1747,233674.51913782884
1748,226176.62744103203
1749,153248.38964906914
1750,135874.22920127527
1751,252621.8071650801
1752,118884.82145132504
1753,144542.04120671377
1754,198358.1960816871
1755,173592.26047411037
1756,123167.96444681696
1757,118203.23861376886
1758,149686.57772604766
1759,157866.07706605154
1760,165604.64600000088
1761,143552.91894127894
1762,176868.03260032894
1763,166301.34116415068
1764,118134.84122778563
1765,166209.28030063835
1766,173358.34551988507
1767,214676.07972526137
1768,144119.89960587415
1769,177380.51320041623
1770,153571.87872099242
1771,123834.9008703591
1772,137969.94159316208
1773,132149.3456730149
1774,131453.10311223724
1775,142378.1854428347
1776,118450.10903583141
1777,110079.74295751497
1778,138830.58303158137
1779,121668.14120209802
1780,169631.20728326193
1781,134430.49722740075
1782,88400.32148351432
1783,142210.96329694963
1784,109599.49861321675
1785,131467.51979033698
1786,145114.26808018115
1787,167467.69076111287
1788,63800.136052965914
1789,107187.5795821459
