id,SalePrice
1461,125008.195
1462,162094.88
1463,189155.73
1464,201685.27
1465,181479.22
1466,174895.88
1467,174955.02
1468,169459.92
1469,188446.92
1470,128305.39
1471,197891.39
1472,94090.11
1473,93252.93
1474,150791.25
1475,113860.75
1476,396462.12
1477,256396.52
1478,278534.9
1479,257325.39
1480,500026.62
1481,334181.9
1482,196106.14
1483,177758.48
1484,161217.88
1485,173367.78
1486,194889.06
1487,352172.94
1488,219714.33
1489,199840.89
1490,233214.72
1491,190986.88
1492,88892.86
1493,189787.89
1494,284801.28
1495,295589.56
1496,226319.69
1497,189373.78
1498,160436.1
1499,156800.3
1500,156877.83
1501,172048.78
1502,149694.56
1503,310348.4
1504,234646.16
1505,221106.06
1506,189659.75
1507,249382.58
1508,195567.53
1509,165381.84
1510,143183.4
1511,142267.52
1512,176294.81
1513,150230.66
1514,171014.66
1515,205334.17
1516,149840.52
1517,155720.7
1518,134357.69
1519,220660.39
1520,136039.4
1521,136245.03
1522,163142.42
1523,113131.72
1524,120679.875
1525,123984.305
1526,115666.03
1527,106618.44
1528,128962.664
1529,150065.6
1530,181429.05
1531,93647.67
1532,102111.11
1533,148420.9
1534,124139.38
1535,157386.06
1536,109861.23
1537,71759.29
1538,154411.5
1539,180609.2
1540,94800.875
1541,146448.03
1542,151589.3
1543,234768.8
1544,74531.48
1545,111894.47
1546,126329.555
1547,136958.1
1548,139366.02
1549,119469.16
1550,141334.8
1551,111104.375
1552,139852.5
1553,166261.16
1554,115945.56
1555,168613.52
1556,78947.266
1557,113225.29
1558,98694.42
1559,68827.81
1560,127022.06
1561,128488.75
1562,126289.25
1563,123309.09
1564,146959.28
1565,140044.69
1566,223088.53
1567,78005.4
1568,218846.27
1569,151704.78
1570,132298.02
1571,113159.234
1572,146667.08
1573,264715.97
1574,118790.86
1575,219157.44
1576,242455.02
1577,194741.64
1578,144843.88
1579,145396.28
1580,190325.02
1581,150401.72
1582,127737.766
1583,331235.94
1584,238716.08
1585,140248.23
1586,75099.51
1587,95960.61
1588,156760.27
1589,99581.75
1590,131367.12
1591,96028.3
1592,98202.65
1593,127955.125
1594,109590.23
1595,112716.22
1596,243647.4
1597,185072.58
1598,201505.7
1599,180257.02
1600,167640.38
1601,62572.39
1602,116076.91
1603,76140.6
1604,278909.72
1605,227759.19
1606,172563.56
1607,144539.88
1608,201027.44
1609,186712.36
1610,151599.97
1611,141765.34
1612,170333.56
1613,155708.64
1614,119381.35
1615,89599.39
1616,68427.266
1617,90171.84
1618,128044.97
1619,140195.0
1620,159081.11
1621,138846.2
1622,143340.2
1623,293622.34
1624,212890.98
1625,130476.97
1626,158017.1
1627,189528.78
1628,287535.12
1629,172627.16
1630,376339.03
1631,217334.16
1632,251284.03
1633,166389.52
1634,185367.95
1635,177118.14
1636,158514.89
1637,188996.23
1638,193988.02
1639,174688.78
1640,272143.75
1641,168138.22
1642,237522.92
1643,218097.4
1644,228780.83
1645,189365.31
1646,156401.14
1647,149128.27
1648,134503.3
1649,137202.78
1650,114626.97
1651,119565.39
1652,91621.74
1653,93866.66
1654,149545.61
1655,141839.16
1656,148563.23
1657,149446.56
1658,152143.33
1659,120345.36
1660,144625.95
1661,456635.34
1662,409420.1
1663,401559.66
1664,432242.44
1665,297026.62
1666,340661.4
1667,373011.94
1668,328641.84
1669,299242.5
1670,355970.06
1671,269880.2
1672,468918.47
1673,276507.2
1674,236894.06
1675,194182.62
1676,185559.81
1677,220206.88
1678,437530.5
1679,389510.4
1680,340358.4
1681,234318.23
1682,300847.6
1683,179350.19
1684,170134.56
1685,172549.34
1686,166272.8
1687,163306.4
1688,190500.5
1689,182689.05
1690,186146.48
1691,176754.95
1692,222905.89
1693,163764.06
1694,182399.14
1695,163801.6
1696,278126.56
1697,171856.89
1698,342992.53
1699,332553.75
1700,244477.48
1701,264312.62
1702,256616.77
1703,250178.89
1704,286041.3
1705,221835.69
1706,393239.3
1707,227755.58
1708,209580.42
1709,277784.9
1710,222823.83
1711,237356.34
1712,269748.44
1713,273265.12
1714,228582.55
1715,204866.0
1716,191023.28
1717,170200.95
1718,146404.17
1719,199421.0
1720,245354.08
1721,160853.78
1722,138746.86
1723,149897.17
1724,218602.05
1725,249563.12
1726,199817.27
1727,166355.11
1728,166607.69
1729,165758.0
1730,158567.22
1731,120285.22
1732,138267.8
1733,115189.64
1734,114598.625
1735,134393.77
1736,118615.96
1737,353885.62
1738,214855.73
1739,268438.8
1740,231792.33
1741,193743.53
1742,173521.31
1743,171224.9
1744,315966.4
1745,258701.77
1746,184745.03
1747,220158.05
1748,237011.53
1749,155491.14
1750,124533.47
1751,231765.88
1752,121153.94
1753,141899.0
1754,213369.97
1755,175991.89
1756,131405.86
1757,123712.19
1758,150634.03
1759,153359.66
1760,166747.61
1761,133269.42
1762,177628.06
1763,173160.28
1764,114638.18
1765,159359.84
1766,166211.94
1767,214829.55
1768,146419.38
1769,170728.6
1770,141078.1
1771,127198.484
1772,144656.95
1773,134518.45
1774,126371.79
1775,138912.19
1776,127796.34
1777,111145.445
1778,140365.1
1779,112825.86
1780,163846.45
1781,135077.67
1782,91440.54
1783,142551.12
1784,111024.29
1785,131323.66
1786,155478.0
1787,166307.38
1788,53683.047
1789,110195.56
1790,77987.375
1791,201814.5
1792,153223.05
1793,133691.64
1794,155929.52
1795,135740.52
1796,119520.555
1797,128554.28
1798,127037.03
1799,111256.14
1800,144562.77
1801,134711.66
1802,129646.23
1803,156586.7
1804,139074.97
1805,134821.86
1806,122877.74
1807,127130.375
1808,118178.336
1809,123887.33
1810,150904.8
1811,99027.71
1812,98976.63
1813,127196.41
1814,103455.19
1815,50118.004
1816,98270.38
1817,117773.8
1818,154838.8
1819,132398.9
1820,44731.598
1821,90342.33
1822,147970.2
1823,39203.94
1824,142420.73
1825,128601.43
1826,109216.586
1827,104290.04
1828,144031.55
1829,114180.14
1830,148743.16
1831,153430.56
1832,85279.64
1833,143826.94
1834,124459.87
1835,147738.64
1836,127505.08
1837,93359.14
1838,126983.16
1839,96725.71
1840,168263.1
1841,149559.9
1842,81573.05
1843,125225.46
1844,149059.48
1845,138474.83
1846,161570.34
1847,156516.16
1848,58573.14
1849,110501.78
1850,114353.914
1851,152129.22
1852,129928.164
1853,125989.64
1854,161661.06
1855,145689.17
1856,220522.52
1857,129043.625
1858,144645.27
1859,114536.15
1860,161714.98
1861,113180.1
1862,302271.72
1863,297452.56
1864,297452.56
1865,318633.5
1866,350125.12
1867,231534.61
1868,313939.25
1869,204841.03
1870,249677.1
1871,242296.98
1872,164655.86
1873,237961.95
1874,146525.81
1875,197776.97
1876,193288.12
1877,210466.45
1878,191591.5
1879,139019.81
1880,134316.45
1881,239813.06
1882,248735.17
1883,183843.23
1884,207453.56
1885,243331.44
1886,311168.62
1887,204512.11
1888,278205.47
1889,160551.4
1890,124239.36
1891,141078.64
1892,106624.67
1893,127966.5
1894,129544.5
1895,130432.02
1896,125908.336
1897,105092.47
1898,119930.64
1899,163631.52
1900,161136.86
1901,176055.19
1902,149799.14
1903,224807.02
1904,143354.98
1905,192453.88
1906,173293.72
1907,189976.39
1908,111661.73
1909,132260.97
1910,124116.266
1911,224529.61
1912,302907.3
1913,149989.06
1914,55258.19
1915,315842.53
1916,72950.56
1917,250037.7
1918,140150.73
1919,168623.67
1920,124106.51
1921,466846.56
1922,345666.94
1923,212968.38
1924,220269.75
1925,201759.47
1926,395133.62
1927,134968.11
1928,150053.4
1929,126365.71
1930,139876.42
1931,146595.19
1932,139299.25
1933,191727.52
1934,182505.39
1935,173369.45
1936,189105.16
1937,184621.06
1938,177366.81
1939,253781.0
1940,178612.9
1941,167183.55
1942,187388.25
1943,202050.78
1944,351391.7
1945,385608.9
1946,138839.5
1947,327677.5
1948,183893.94
1949,235532.92
1950,179170.7
1951,260968.31
1952,232264.7
1953,166000.56
1954,174077.27
1955,131252.1
1956,290086.66
1957,144498.39
1958,315613.62
1959,134597.08
1960,118035.734
1961,119140.89
1962,95806.48
1963,100254.21
1964,111378.71
1965,148828.0
1966,138600.98
1967,300685.62
1968,460440.84
1969,395364.6
1970,421397.3
1971,421074.72
1972,390499.3
1973,267505.06
1974,310876.88
1975,493619.56
1976,264800.1
1977,342683.66
1978,412281.47
1979,327518.9
1980,195847.27
1981,350899.44
1982,228438.31
1983,204897.53
1984,162183.77
1985,218339.0
1986,205044.9
1987,170255.2
1988,177744.42
1989,195221.12
1990,211931.17
1991,259607.42
1992,213277.64
1993,158798.7
1994,239446.7
1995,183190.98
1996,244830.0
1997,307662.72
1998,343662.03
1999,267211.12
2000,335448.25
2001,250860.52
2002,241740.94
2003,253978.9
2004,261912.64
2005,208207.33
2006,221395.11
2007,242969.12
2008,220351.25
2009,194388.53
2010,193427.38
2011,148587.72
2012,169801.05
2013,181557.86
2014,190929.67
2015,210311.42
2016,196298.28
2017,202878.39
2018,119161.516
2019,135260.19
2020,109979.6
2021,108714.84
2022,181804.95
2023,145342.44
2024,252233.6
2025,352396.16
2026,178570.22
2027,157333.9
2028,147159.17
2029,168055.44
2030,280147.47
2031,221221.1
2032,244795.17
2033,271270.78
2034,163371.55
2035,209291.27
2036,190238.64
2037,198498.67
2038,295371.16
2039,235151.39
2040,342174.1
2041,289541.4
2042,206476.19
2043,173469.17
2044,176172.28
2045,228859.38
2046,139922.58
2047,147473.62
2048,135105.44
2049,135014.1
2050,182004.67
2051,110580.45
2052,133036.34
2053,146065.88
2054,91217.77
2055,162375.9
2056,131259.16
2057,117435.445
2058,219944.3
2059,134364.33
2060,179315.23
2061,167041.84
2062,134501.89
2063,106123.414
2064,141958.55
2065,126166.17
2066,177894.72
2067,115316.734
2068,108836.27
2069,95009.984
2070,113377.54
2071,93602.47
2072,133825.36
2073,140460.53
2074,174404.3
2075,146630.47
2076,121592.46
2077,159727.03
2078,131808.02
2079,140630.69
2080,117535.5
2081,125178.32
2082,117348.47
2083,143172.4
2084,109240.81
2085,123490.984
2086,133207.64
2087,118791.625
2088,94968.31
2089,70442.89
2090,131976.77
2091,124863.6
2092,127196.9
2093,131628.89
2094,114171.055
2095,152701.56
2096,79000.18
2097,101253.73
2098,140158.53
2099,57055.246
2100,87309.77
2101,121978.766
2102,121546.71
2103,100102.6
2104,131081.11
2105,129590.375
2106,71788.18
2107,230580.47
2108,109535.53
2109,109568.3
2110,131055.55
2111,142192.42
2112,144639.8
2113,123004.88
2114,109254.53
2115,168748.17
2116,118968.35
2117,150356.69
2118,124165.73
2119,104683.64
2120,119090.17
